SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
28359,"911841","1","Star Wars","Magazine Gift","2018","Poe Dameron's X-Wing",,,,,,,"https://images.brickset.com/sets/images/SW911841-1.jpg",566,165
28528,"911842","1","Star Wars","Magazine Gift","2018","Star Destroyer",,,,,,,"https://images.brickset.com/sets/images/SW911842-1.jpg",522,160
28964,"911943","1","Star Wars","Magazine Gift","2018","Luke Skywalker",1,,,,,,"https://images.brickset.com/sets/images/SW911943-1.jpg",582,132
27621,"5005376","1","Star Wars","Promotional","2018","Star Wars Anniversary Pod",1,37,,,,,"https://images.brickset.com/sets/images/5005376-1.jpg",3860,1052
28937,"5005704","1","Star Wars","Product Collection","2018","Surprise Box",,61,,,,,"https://images.brickset.com/sets/images/5005704-1.jpg",252,165
28561,"5005747","1","Star Wars","Promotional","2018","Black Card Display Stand",1,42,,,,,"https://images.brickset.com/sets/images/5005747-1.jpg",1051,315
28164,"6252770","1","Star Wars","Promotional","2018","Leia Organa",,18,,,,,"https://images.brickset.com/sets/images/6252770-1.jpg",115,201
28165,"6252808","1","Star Wars","Promotional","2018","Chewbacca",,22,,,,,"https://images.brickset.com/sets/images/6252808-1.jpg",83,202
28166,"6252810","1","Star Wars","Promotional","2018","Han Solo",,23,,,,,"https://images.brickset.com/sets/images/6252810-1.jpg",82,202
28167,"6252811","1","Star Wars","Promotional","2018","Obi-Wan Kenobi",,18,,,,,"https://images.brickset.com/sets/images/6252811-1.jpg",78,201
28168,"6252812","1","Star Wars","Promotional","2018","Luke Skywalker",,20,,,,,"https://images.brickset.com/sets/images/6252812-1.jpg",75,197
28082,"PORG","1","Star Wars","Promotional","2018","Porg",,75,,,,,"https://images.brickset.com/sets/images/PORG-1.jpg",177,412
